-----------WF-CO-30KG 动力系统测试台-----------
设备ID：,19319,软件版本：,53,硬件版本：,53
模式：,高级油门
测试时间：,2023-08-18 21:24
测试员：,
测试电机型号：,
电机极对数：,14,桨叶数：,2
测试螺旋桨型号：,
测试电调型号：,
测试电源型号：,
备注：,
------------www.lyfh-tj.com--------------
序号,时间,油门 - %,PWM - us,电压 - V,电流 - A,拉力 - gf,扭矩 - N*m,换相转速 - RPM,转速（光电) - RPM,红外温度 - ℃,总（电）功率 - W,轴功率 - W,电机效率 - %,桨力效 - gf/W,系统力效 - gf/W,耗电量（mAh）,耗电量（Wh）,路端电压 - V,线损功率 - W,修正功率 - W,D2 油门 - %,D2 PWM - us,D2 电压 - V,D2 电流 - A,D2 拉力 - gf,D2 扭矩 - N*m,D2 换相转速 - RPM,D2 转速（光电) - RPM,D2 红外温度 - ℃,D2 总（电）功率 - W,D2 轴功率 - W,D2 电机效率 - %,D2 桨力效 - gf/W,D2 系统力效 - gf/W,D2 耗电量（mAh）,D2 耗电量（Wh）,D2 路端电压 - V,D2 线损功率 - W,D2 修正功率 - W,环境温度 - ℃,空气湿度 - %HR,大气压 - kPa,空气质量,空速 - m/s
303,2023-08-18 21:24:51.886,50.95,1527,23.36,16.08,1917.00,0.637,0.00,4530.00,30.40,375.63,302.18,80.45,6.34,5.10,98.97,2.31,23.36,0.0,375.6,64.04,1637,23.45,17.05,-2774.00,0.709,0.00,4500.00,30.70,399.82,334.11,83.56,8.30,6.94,96.47,2.26,23.45,0.0,399.8,30.70,70,100.76000213623,85,0.00
304,2023-08-18 21:24:52.006,50.95,1527,23.32,16.00,1917.00,0.637,0.00,4530.00,30.40,373.12,302.18,80.99,6.34,5.14,99.42,2.32,23.32,0.0,373.1,64.04,1637,23.45,17.05,-2775.00,0.710,0.00,4500.00,30.70,399.82,334.58,83.68,8.29,6.94,96.98,2.27,23.45,0.0,399.8,30.70,70,100.76000213623,85,0.00
305,2023-08-18 21:24:52.116,50.95,1527,23.32,16.00,1923.00,0.637,0.00,4530.00,30.40,373.12,302.18,80.99,6.36,5.15,99.86,2.33,23.32,0.0,373.1,64.04,1637,23.44,17.02,-2775.00,0.710,0.00,4500.00,30.70,398.95,334.58,83.87,8.29,6.96,97.42,2.28,23.44,0.0,398.9,30.70,70,100.76000213623,85,0.00
306,2023-08-18 21:24:52.227,50.95,1527,23.35,16.07,1928.00,0.638,0.00,4530.00,30.40,375.23,302.65,80.66,6.37,5.14,100.31,2.34,23.35,0.0,375.2,64.04,1637,23.44,17.02,-2776.00,0.710,0.00,4500.00,30.70,398.95,334.58,83.87,8.30,6.96,97.89,2.29,23.44,0.0,398.9,30.70,70,100.76000213623,85,0.00
307,2023-08-18 21:24:52.327,50.95,1527,23.35,16.07,1928.00,0.639,0.00,4530.00,30.40,375.23,303.13,80.78,6.36,5.14,100.75,2.35,23.35,0.0,375.2,64.04,1637,23.45,17.06,-2776.00,0.710,0.00,4500.00,30.70,400.06,334.58,83.63,8.30,6.94,98.37,2.30,23.45,0.0,400.1,30.70,70,100.76000213623,85,0.00
308,2023-08-18 21:24:52.428,50.95,1527,23.33,16.12,1926.00,0.641,0.00,4530.00,30.40,376.08,304.08,80.85,6.33,5.12,101.20,2.36,23.33,0.0,376.1,64.04,1637,23.45,17.06,-2775.00,0.710,0.00,4500.00,30.70,400.06,334.58,83.63,8.29,6.94,98.84,2.31,23.45,0.0,400.1,30.70,70,100.76000213623,85,0.00
309,2023-08-18 21:24:52.548,50.95,1527,23.33,16.12,1927.00,0.641,0.00,4530.00,30.40,376.08,304.08,80.85,6.34,5.12,101.65,2.37,23.33,0.0,376.1,64.04,1637,23.45,17.06,-2773.00,0.709,0.00,4500.00,30.70,400.06,334.11,83.52,8.30,6.93,99.31,2.33,23.45,0.0,400.1,30.70,70,100.76000213623,85,0.00
310,2023-08-18 21:24:52.668,50.95,1527,23.35,16.13,1929.00,0.641,0.00,4530.00,30.40,376.64,304.08,80.74,6.34,5.12,102.10,2.38,23.35,0.0,376.6,64.04,1637,23.45,17.06,-2771.00,0.710,0.00,4500.00,30.70,400.06,334.58,83.63,8.28,6.93,99.79,2.34,23.45,0.0,400.1,30.70,70,100.76000213623,85,0.00
311,2023-08-18 21:24:52.768,50.95,1527,23.35,16.13,1928.00,0.640,0.00,4530.00,30.40,376.64,303.60,80.61,6.35,5.12,102.54,2.39,23.35,0.0,376.6,64.04,1637,23.45,17.00,-2773.00,0.709,0.00,4500.00,30.70,398.65,334.11,83.81,8.30,6.96,100.26,2.35,23.45,0.0,398.7,30.70,70,100.76000213623,85,0.00
312,2023-08-18 21:24:52.878,50.95,1527,23.31,15.95,1927.00,0.638,0.00,4530.00,30.30,371.79,302.65,81.40,6.37,5.18,102.99,2.40,23.31,0.0,371.8,64.04,1637,23.45,17.00,-2774.00,0.710,0.00,4500.00,30.70,398.65,334.58,83.93,8.29,6.96,100.73,2.36,23.45,0.0,398.7,30.70,70,100.76000213623,85,0.00
313,2023-08-18 21:24:52.989,50.95,1527,23.31,15.95,1937.00,0.638,0.00,4530.00,30.30,371.79,302.65,81.40,6.40,5.21,103.43,2.41,23.31,0.0,371.8,64.04,1637,23.45,17.06,-2772.00,0.710,0.00,4500.00,30.70,400.06,334.58,83.63,8.29,6.93,101.21,2.37,23.45,0.0,400.1,30.70,70,100.76000213623,85,0.00
314,2023-08-18 21:24:53.099,50.95,1527,23.35,16.01,1941.00,0.637,0.00,4530.00,30.30,373.83,302.18,80.83,6.42,5.19,103.88,2.42,23.35,0.0,373.8,64.04,1637,23.45,17.06,-2772.00,0.709,0.00,4530.00,30.60,400.06,336.34,84.07,8.24,6.93,101.72,2.38,23.45,0.0,400.1,30.70,70,100.76000213623,85,0.00
315,2023-08-18 21:24:53.209,50.95,1527,23.35,16.01,1947.00,0.637,0.00,4530.00,30.30,373.83,302.18,80.83,6.44,5.21,104.32,2.43,23.35,0.0,373.8,64.04,1637,23.45,17.02,-2772.00,0.709,0.00,4530.00,30.60,399.12,336.34,84.27,8.24,6.95,102.15,2.39,23.45,0.0,399.1,30.70,70,100.76000213623,85,0.00
316,2023-08-18 21:24:53.330,50.95,1527,23.33,15.98,1945.00,0.637,0.00,4530.00,30.30,372.81,302.18,81.05,6.44,5.22,104.76,2.44,23.33,0.0,372.8,64.04,1637,23.45,17.02,-2773.00,0.710,0.00,4530.00,30.60,399.12,336.81,84.39,8.23,6.95,102.63,2.40,23.45,0.0,399.1,30.70,70,100.76000213623,85,0.00
317,2023-08-18 21:24:53.430,50.95,1527,23.33,15.98,1944.00,0.637,0.00,4530.00,30.30,372.81,302.18,81.05,6.43,5.21,105.21,2.45,23.33,0.0,372.8,64.04,1637,23.43,17.06,-2774.00,0.711,0.00,4530.00,30.60,399.72,337.28,84.38,8.22,6.94,103.10,2.41,23.43,0.0,399.7,30.70,70,100.76000213623,85,0.00
318,2023-08-18 21:24:53.540,50.95,1527,23.34,16.03,1945.00,0.636,0.00,4530.00,30.30,374.14,301.71,80.64,6.45,5.20,105.65,2.46,23.34,0.0,374.1,64.04,1637,23.43,17.06,-2774.00,0.711,0.00,4530.00,30.60,399.72,337.28,84.38,8.22,6.94,103.57,2.43,23.43,0.0,399.7,30.70,70,100.76000213623,85,0.00
319,2023-08-18 21:24:53.650,50.95,1527,23.34,16.03,1941.00,0.635,0.00,4530.00,30.30,374.14,301.23,80.51,6.44,5.19,106.10,2.47,23.34,0.0,374.1,64.04,1637,23.43,17.06,-2775.00,0.710,0.00,4530.00,30.60,399.72,336.81,84.26,8.24,6.94,104.05,2.44,23.43,0.0,399.7,30.70,70,100.76000213623,85,0.00
320,2023-08-18 21:24:53.770,50.95,1527,23.35,15.95,1940.00,0.637,0.00,4530.00,30.30,372.43,302.18,81.14,6.42,5.21,106.54,2.49,23.35,0.0,372.4,64.04,1637,23.43,17.06,-2775.00,0.710,0.00,4530.00,30.60,399.72,336.81,84.26,8.24,6.94,104.52,2.45,23.43,0.0,399.7,30.70,70,100.76000213623,85,0.00
321,2023-08-18 21:24:53.871,50.95,1527,23.35,15.95,1944.00,0.638,0.00,4530.00,30.30,372.43,302.65,81.26,6.42,5.22,106.98,2.50,23.35,0.0,372.4,64.04,1637,23.43,17.06,-2774.00,0.711,0.00,4530.00,30.60,399.72,337.28,84.38,8.22,6.94,105.00,2.46,23.43,0.0,399.7,30.70,70,100.76000213623,85,0.00
322,2023-08-18 21:24:53.991,50.95,1527,23.36,16.10,1942.00,0.640,0.00,4530.00,30.40,376.10,303.60,80.73,6.40,5.16,107.43,2.51,23.36,0.0,376.1,64.04,1637,23.43,17.06,-2777.00,0.710,0.00,4530.00,30.60,399.72,336.81,84.26,8.25,6.95,105.47,2.47,23.43,0.0,399.7,30.70,70,100.76000213623,85,0.00
323,2023-08-18 21:24:54.091,50.95,1527,23.36,16.10,1945.00,0.643,0.00,4530.00,30.40,376.10,305.03,81.10,6.38,5.17,107.88,2.52,23.36,0.0,376.1,64.04,1637,23.45,17.03,-2778.00,0.710,0.00,4530.00,30.60,399.35,336.81,84.34,8.25,6.96,105.94,2.48,23.45,0.0,399.4,30.70,70,100.76000213623,85,0.00
324,2023-08-18 21:24:54.191,50.95,1527,23.34,16.23,1946.00,0.642,0.00,4530.00,30.40,378.81,304.55,80.40,6.39,5.14,108.33,2.53,23.34,0.0,378.8,64.04,1637,23.45,17.03,-2777.00,0.710,0.00,4500.00,30.60,399.35,334.58,83.78,8.30,6.95,106.42,2.49,23.45,0.0,399.4,30.70,70,100.76000213623,85,0.00
